source_name,query,category,title,title_key,price,old_price,discount_pct,currency_id,sold_quantity,demand_signal_type,demand_signal_value,rating,reviews_count,seller_text,shipping_text,item_url,image_url,is_sponsored,is_full,is_catalog,fetched_date,fetched_at,source_file,source_record_id
shopee,mouse gamer,mouse,"Mouse Gamer RGB 7200 DPI Com Fio Iluminação Personalizável | Delta M5072 R$ 29,99 -33% 4.9 São Paulo Encontrar itens similares",mouse gamer rgb 7200 dpi fio iluminacao personalizavel delta m5072 29 99 33 4 9 sao paulo encontrar,29.99,,,BRL,,sold_quantity_text,,,,,,https://shopee.com.br/Mouse-Gamer-RGB-7200-DPI-Com-Fio-Ilumina%C3%A7%C3%A3o-Personaliz%C3%A1vel-Delta-M5072-i.764842647.58206243262,https://down-br.img.susercontent.com/file/br-11134207-820lu-mm7h6vgwqz2c81,False,False,False,2026-05-01,2026-05-01 10:34:35.881 -0300,market_web_listings_raw_202605041156.csv,e682fb32-c9c5-462d-9373-52a3c13ca610
shopee,mouse gamer,mouse,"Mouse Gamer iluminação RGB design ergonômico confortável 4800 DPI R$ 30,96 -38% 4.8 São Paulo Encontrar itens similares",mouse gamer iluminacao rgb design ergonomico confortavel 4800 dpi 30 96 38 4 8 sao paulo encontrar itens,30.96,,,BRL,,sold_quantity_text,,,,,,https://shopee.com.br/Mouse-Gamer-ilumina%C3%A7%C3%A3o-RGB-design-ergon%C3%B4mico-confort%C3%A1vel-4800-DPI-i.397374716.22591649689,https://down-br.img.susercontent.com/file/br-11134207-7r98p-llp00ht75kbv82,False,False,False,2026-05-01,2026-05-01 10:34:35.881 -0300,market_web_listings_raw_202605041156.csv,c7567259-37dd-469b-b4e7-b48622a6563f
shopee,mouse gamer,mouse,"Mouse Gamer Laser X7 3200dpi Led Rgb Usb 7 Botões Profissional Original R$ 16,88 -32% 4.8 São Paulo Encontrar itens similares",mouse gamer laser x7 3200dpi led rgb usb 7 botoes profissional original 16 88 32 4 8 sao,16.88,,,BRL,,sold_quantity_text,,,,,,https://shopee.com.br/Mouse-Gamer-Laser-X7-3200dpi-Led-Rgb-Usb-7-Bot%C3%B5es-Profissional-Original-i.362859393.10107166150,https://down-br.img.susercontent.com/file/br-11134207-7r98o-lynbsjjqfvola8,False,False,False,2026-05-01,2026-05-01 10:34:35.881 -0300,market_web_listings_raw_202605041156.csv,1e20317b-5622-4db1-b2e0-264f7441975b
shopee,mouse gamer,mouse,"Kit Teclado Mouse Gamer KEEDI-TEC800 Membrana LED USB Preto R$ 43,90 -66% 4.8 São Paulo Encontrar itens similares",kit teclado mouse gamer keedi tec800 membrana led usb preto 43 90 66 4 8 sao paulo encontrar,43.90,,,BRL,,sold_quantity_text,,,,,,https://shopee.com.br/Kit-Teclado-Mouse-Gamer-KEEDI-TEC800-Membrana-LED-USB-Preto-i.376716003.22592917677,https://down-br.img.susercontent.com/file/sg-11134201-7rbka-m62wr8amn72874,False,False,False,2026-05-01,2026-05-01 10:34:35.881 -0300,market_web_listings_raw_202605041156.csv,ca62362c-bfad-4cb6-92e4-2ddba64f5c8f
shopee,mouse gamer,mouse,"Kit Gamer Teclado e Mouse Iluminação RGB Com Fio USB Semi Mecânico PC Notebook H8 R$ 62,99 -51% 4.9 São Paulo Encontrar itens similares",kit gamer teclado mouse iluminacao rgb fio usb semi mecanico pc notebook h8 62 99 51 4 9,62.99,,,BRL,,sold_quantity_text,,,,,,https://shopee.com.br/Kit-Gamer-Teclado-e-Mouse-Ilumina%C3%A7%C3%A3o-RGB-Com-Fio-USB-Semi-Mec%C3%A2nico-PC-Notebook-H8-i.1492670075.58201740931,https://down-br.img.susercontent.com/file/br-11134207-7r98o-mdliw24eq0up3f,False,False,False,2026-05-01,2026-05-01 10:34:35.881 -0300,market_web_listings_raw_202605041156.csv,fddc7647-1508-447c-98bd-aab40a950c8c
aliexpress,mouse gamer,mousepad,"Mouse gamer sem fio Attack Shark R1, PAW3311 1KHZ 18000dpi, mouse Bluetooth, mouse macro para jogos, mouse pad/pc R$64,1 R$215,63 -70% 4.8 5.000+ vendido(s) R$10 OFF em R$80 Novo usuário - R$151,53 OFF Anúncio",mouse gamer sem fio attack shark r1 paw3311 1khz 18000dpi mouse bluetooth mouse macro jogos mouse pad pc,64.00,,,BRL,1,sold_quantity_text,1.00,,,,,https://pt.aliexpress.com/item/1005007589036008.html,https://ae-pic-a1.aliexpress-media.com/kf/Sc853ab546c7d4976967581db0a6642f1J.jpg_480x480q75.jpg_.avif,False,False,False,2026-05-01,2026-05-01 10:34:57.257 -0300,market_web_listings_raw_202605041156.csv,71310496-657a-4cbf-8036-d8050d47af88
aliexpress,mouse gamer,mouse,"Mouse para jogos sem fio Attack Shark X11 X11SE de 3 modos, PAW3311, 22000 DPI, 400IPS, mouse para jogos para PC R$93,12 R$247,92 -62% 4.9 10.000+ vendido(s) R$10 OFF em R$80 Novo usuário - R$154,8 OFF",mouse jogos sem fio attack shark x11 x11se 3 modos paw3311 22000 dpi 400ips mouse jogos pc 93,93.12,,,BRL,11,sold_quantity_text,11.00,,,,,https://pt.aliexpress.com/item/1005008830731345.html,https://ae-pic-a1.aliexpress-media.com/kf/S315c856b0ea1408b82207296d8b20ad6Y.jpg_480x480q75.jpg_.avif,False,False,False,2026-05-01,2026-05-01 10:34:57.257 -0300,market_web_listings_raw_202605041156.csv,478ce1f2-2ca3-4826-9f62-25d75fffad34
shopee,teclado mecanico,teclado,Teclado Gamer Com Fio Semi-mecânico RGB LED retroiluminado Computador Pc,teclado gamer fio semi mecanico rgb led retroiluminado computador pc,69.88,,,BRL,,sold_quantity_text,,,,,,https://shopee.com.br/Teclado-Gamer-Com-Fio-Semi-mec%C3%A2nico-RGB-LED-retroiluminado-Computador-Pc-i.1518800920.22393986739,https://down-br.img.susercontent.com/file/sg-11134201-7rffg-m9rsq7bzuyspcd,False,False,False,2026-05-01,2026-05-01 10:37:16.616 -0300,market_web_listings_raw_202605041156.csv,b60982aa-dc75-473e-bc1d-2430596d2f61
aliexpress,mouse gamer,mouse,Delux m900pro mouse para jogos sem fio ergonômico 8k taxa de pesquisa paw3395 63g doca de carregamento rgb magnético para mão direita grande pc gamer,delux m900pro mouse jogos sem fio ergonomico 8k taxa pesquisa paw3395 63g doca carregamento rgb magnetico mao direita,224.86,,,BRL,5000,sold_quantity_text,5000.00,,,,,https://pt.aliexpress.com/item/1005006756452012.html,https://ae-pic-a1.aliexpress-media.com/kf/Sb5dc10f4f8c7482bb59e454c632daecas.jpg_480x480q75.jpg_.avif,False,False,False,2026-05-02,2026-05-02 05:44:42.291 -0300,market_web_listings_raw_202605041156.csv,a14df920-b1c4-4bb9-ab60-e1d68d6166d7
aliexpress,mouse gamer,mouse,"E-sports usb com fio mouse colorido led mouse para jogos 5000 dpi com fio mouse óptico com fio gamer mouse para desktop computador portátil R$6,99 R$34,2 -79% 4.5 2.000+ vendido(s) R$10 OFF em R$80 Novo usuário - R$27,21 OFF",sports usb fio mouse colorido led mouse jogos 5000 dpi fio mouse optico fio gamer mouse desktop computador,6.99,,,BRL,5000,sold_quantity_text,5000.00,,,,,https://pt.aliexpress.com/item/1005006955086271.html,https://ae-pic-a1.aliexpress-media.com/kf/S277d3ccb114445fab415655875410ce32.jpg_480x480q75.jpg_.avif,False,False,False,2026-05-01,2026-05-01 10:34:57.257 -0300,market_web_listings_raw_202605041156.csv,a0eff025-c24a-4ebf-b1b4-b0b6a8f581c5
aliexpress,mouse gamer,mouse,"1 pc novo mouse para jogos usb hipervelocidade rgb retroiluminado ergonômico mouse para jogos 7d esports mouse com fio para computador portátil gamer R$13,11 R$24,11 -45% 4.5 1.000+ vendido(s) R$10 OFF em R$80 Novo usuário - R$11 OFF",1 pc novo mouse jogos usb hipervelocidade rgb retroiluminado ergonomico mouse jogos 7d esports mouse fio computador portatil,13.11,,,BRL,1,sold_quantity_text,1.00,,,,,https://pt.aliexpress.com/item/1005008494169464.html,https://ae-pic-a1.aliexpress-media.com/kf/S1cb5b1cb53dc438ba7d2a4a711fd8923r.jpg_480x480q75.jpg_.avif,False,False,False,2026-05-01,2026-05-01 10:34:57.257 -0300,market_web_listings_raw_202605041156.csv,f90a41c0-7a75-442c-bdc3-ef045d41eae8
amazon,mouse gamer,mouse,"Mouse Gamer Exbom RGB Óptico 1200dpi Com Fio USB Ambidestro Preço, página do produto",mouse gamer exbom rgb optico 1200dpi fio usb ambidestro preco pagina produto,14.99,,,BRL,,bsr_or_reviews_proxy,,,,,"Patrocinado Mouse Gamer Exbom RGB Óptico 1200dpi Com Fio USB Ambidestro Preço, página do produto R$ 14,99 R$14 , 99 De: R$ 18,99 De: R$ 18,99 R$18,99 Mais por Menos: 5% off em 5+ itens Entrega GRÁTIS: Amanhã, 3 de mai. no seu primeiro pedido Adicionar ao carrinho",https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/51m3nfv013L._AC_UL320_.jpg,True,True,False,2026-05-02,2026-05-02 18:03:29.290 -0300,market_web_listings_raw_202605041156.csv,44d51a98-0a6a-4b03-8805-fe2c1a03ba18
amazon,mouse gamer,mouse,Mouse Gamer Redragon Griffin Preto RGB 7200 DPI M607,mouse gamer redragon griffin preto rgb 7200 dpi m607,90.89,,,BRL,1000,bsr_or_reviews_proxy,1000.00,2.0,3100,,"Escolha da Amazon Mouse Gamer Redragon Griffin Preto RGB 7200 DPI M607 4,8 4,8 de 5 estrelas (3,1 mil) Mais de 1 mil compras no mês passado Preço, página do produto R$ 90,89 R$90 , 89 De: R$ 180,00 De: R$ 180,00 R$180,00 90 dias de Amazon Music grátis incluso Entrega GRÁTIS: Hoje no seu primeiro pedido Adicionar ao carrinho Mais opções de compra R$ 76,09(7 ofertas de produtos novos e usados)",https://www.amazon.com.br/dp/B07GTTRBLV,https://m.media-amazon.com/images/I/519GEp93g3L._AC_UL320_.jpg,False,True,False,2026-05-02,2026-05-02 15:03:43.315 -0300,market_web_listings_raw_202605041156.csv,108e0766-a870-4e62-b622-b0581c278f35
shopee,teclado mecanico,teclado,Teclado Gamer Semi-Mecânico RGB UltraMax ULT-068 Padrão ABNT2 USB Anti-ghosting 65%,teclado gamer semi mecanico rgb ultramax ult 068 padrao abnt2 usb anti ghosting 65,72.88,,,BRL,,sold_quantity_text,,,,,,https://shopee.com.br/Teclado-Gamer-Semi-Mec%C3%A2nico-RGB-UltraMax-ULT-068-Padr%C3%A3o-ABNT2-USB-Anti-ghosting-65--i.406722479.58204647609,https://down-br.img.susercontent.com/file/br-11134207-81ztc-mkb90qhamrr4d4,False,False,False,2026-05-01,2026-05-01 10:37:16.616 -0300,market_web_listings_raw_202605041156.csv,b5348289-ab68-473b-9028-119d3ae79bd8
shopee,teclado mecanico,teclado,"Teclado Mecanico TGT Sherman Compacto V2, Rainbow, ABNT2,Switch Huano Azul, Branco, TGT-SHCPTW-RBW02",teclado mecanico tgt sherman compacto v2 rainbow abnt2 switch huano azul branco tgt shcptw rbw02,92.14,,,BRL,,sold_quantity_text,,,,,,https://shopee.com.br/Teclado-Mecanico-TGT-Sherman-Compacto-V2-Rainbow-ABNT2-Switch-Huano-Azul-Branco-TGT-SHCPTW-RBW02-i.627750190.58200362396,https://down-br.img.susercontent.com/file/sg-11134201-821fg-mgpea0fu8gln65,False,False,False,2026-05-01,2026-05-01 10:37:16.616 -0300,market_web_listings_raw_202605041156.csv,00e91d6b-9b68-4789-a978-dbf45d7e1fd1
shopee,teclado mecanico,teclado,"Teclado Mecanico Gamer TGT Sherman Compacto, Rainbow, ABNT2, Switch Azul, Preto, TGT-SHTKL-RBW01",teclado mecanico gamer tgt sherman compacto rainbow abnt2 switch azul preto tgt shtkl rbw01,100.09,,,BRL,,sold_quantity_text,,,,,,https://shopee.com.br/Teclado-Mecanico-Gamer-TGT-Sherman-Compacto-Rainbow-ABNT2-Switch-Azul-Preto-TGT-SHTKL-RBW01-i.627750190.22997611303,https://down-br.img.susercontent.com/file/br-11134207-7r98o-mb84nf9v9xu73e,False,False,False,2026-05-01,2026-05-01 10:37:16.616 -0300,market_web_listings_raw_202605041156.csv,783f9157-4150-45a8-9553-574d1b5977ef
shopee,teclado mecanico,teclado,"Teclado Mecânico Gamer Ninja Leap 60%, Switch Blue, Rainbow, ABNT2, Branco, GN-KB-LPBL60WBUAB",teclado mecanico gamer ninja leap 60 switch blue rainbow abnt2 branco gn kb lpbl60wbuab,130.58,,,BRL,,sold_quantity_text,,,,,,https://shopee.com.br/Teclado-Mec%C3%A2nico-Gamer-Ninja-Leap-60-Switch-Blue-Rainbow-ABNT2-Branco-GN-KB-LPBL60WBUAB-i.1552226494.58254640134,https://down-br.img.susercontent.com/file/sg-11134201-825zk-mkb87z9qgs1u8e,False,False,False,2026-05-01,2026-05-01 10:37:16.616 -0300,market_web_listings_raw_202605041156.csv,64405bf2-baec-4b14-b1fb-595d0e4062c6
aliexpress,teclado mecanico,teclado,Teclado mecânico sem fio aula f87 2.4g bluetooh tastatur teclado mecânico gamer teclado portátil teclado sem fio para tablet,teclado mecanico sem fio aula f87 2 4g bluetooh tastatur teclado mecanico gamer teclado portatil teclado sem fio,211.99,,,BRL,2,sold_quantity_text,2.00,,,,,https://pt.aliexpress.com/item/1005009435975723.html,https://ae-pic-a1.aliexpress-media.com/kf/S136d1f0a643342a0bd6033a8d93aec9c3.jpg_480x480q75.jpg_.avif,False,False,False,2026-05-01,2026-05-01 10:37:31.629 -0300,market_web_listings_raw_202605041156.csv,a86f1205-9607-46a0-b6b4-fef20a29e8af
aliexpress,teclado mecanico,teclado,AULA F3361 teclado mecanico gamer teclado mecânico60% teclado ergonômico usb hot swappable teclados com fio teclados portáteis,aula f3361 teclado mecanico gamer teclado mecanico60 teclado ergonomico usb hot swappable teclados fio teclados portateis,108.49,,,BRL,,sold_quantity_text,,,,,,https://pt.aliexpress.com/item/1005009610817812.html,https://ae-pic-a1.aliexpress-media.com/kf/S0f88e51b1abb4bdb973e6f04be50a21fw.jpg_480x480q75.jpg_.avif,False,False,False,2026-05-01,2026-05-01 10:37:31.629 -0300,market_web_listings_raw_202605041156.csv,26903764-e1af-4b9b-8b32-dafcd2ea8889
aliexpress,teclado mecanico,teclado,Aula f75 teclado mecânico sem fio gamer bluetooth mecanico teclados jogos teclado sem teclado teclados tastatu klawiatura,aula f75 teclado mecanico sem fio gamer bluetooth mecanico teclados jogos teclado sem teclado teclados tastatu klawiatura,239.99,,,BRL,28,sold_quantity_text,28.00,,,,,https://pt.aliexpress.com/item/1005008660186351.html,https://ae-pic-a1.aliexpress-media.com/kf/Sa1b393c35f7f48629b8d96ed278611919.jpg_480x480q75.jpg_.avif,False,False,False,2026-05-01,2026-05-01 10:37:31.629 -0300,market_web_listings_raw_202605041156.csv,936e6d11-a47c-48c0-a9f6-430bd2578618
aliexpress,teclado mecanico,teclado,AULA F87Pro teclado mecanico Sem Fio 2.4G Teclado para jogos RGB Bluetooth teclados teclado sem fio teclados de ordenador klavye,aula f87pro teclado mecanico sem fio 2 4g teclado jogos rgb bluetooth teclados teclado sem fio teclados ordenador,195.99,,,BRL,4,sold_quantity_text,4.00,,,,,https://pt.aliexpress.com/item/1005009083464930.html,https://ae-pic-a1.aliexpress-media.com/kf/S54f0782b97fb46c5906b223886b42e1fk.jpg_480x480q75.jpg_.avif,False,False,False,2026-05-01,2026-05-01 10:37:31.629 -0300,market_web_listings_raw_202605041156.csv,624d741c-bb6b-4cf2-b943-d6ed43183bc8
aliexpress,teclado mecanico,teclado,"Teclado mecânico de jogos anti-ghosting RGB Mix, retroiluminado, interruptor azul, 87Key, apto para laptop, PC",teclado mecanico jogos anti ghosting rgb mix retroiluminado interruptor azul 87key apto laptop pc,153.99,,,BRL,16,sold_quantity_text,16.00,,,,"Teclado mecânico de jogos anti-ghosting RGB Mix, retroiluminado, interruptor azul, 87Key, apto para laptop, PC R$153,99 R$236,91 -35% 1 16 vendido(s) R$10 OFF em R$80 Frete grátis",https://pt.aliexpress.com/item/4001219050905.html,https://ae-pic-a1.aliexpress-media.com/kf/Hb6714331d59d44849e4c36a638a3a776J.jpg_480x480q75.jpg_.avif,False,False,False,2026-05-01,2026-05-01 10:37:31.629 -0300,market_web_listings_raw_202605041156.csv,9245d236-ed0d-4155-8eb2-91c3aed84ffd
amazon,teclado mecanico,mousepad,Kit Teclado Gamer Semi Mecanico Iluminado Led para Pc Ps4 Ps5 Xbox Notebook Abnt com Mouse Pad Gamer …,kit teclado gamer semi mecanico iluminado led pc ps4 ps5 xbox notebook abnt mouse pad gamer,59.90,,,BRL,,bsr_or_reviews_proxy,270.00,4.0,270,,,https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/6153gWhw1WL._AC_UL320_.jpg,True,False,False,2026-05-01,2026-05-01 10:37:45.190 -0300,market_web_listings_raw_202605041156.csv,70b8c7bd-06e7-48f0-996c-9978819d43f9
shopee,hub usb,hub_adaptador,7 Em 1 USB3.0 HUB Type C Adaptador De Alimentação OTG De 4 E 7 Portas Para Macbook PC Laptop Estudo Office,7 1 usb3 0 hub type c adaptador alimentacao otg 4 7 portas macbook pc laptop estudo office,7.04,,,BRL,,reviews_proxy,6854.00,,6854,,,https://shopee.com.br/7-Em-1-USB3.0-HUB-Type-C-Adaptador-De-Alimenta%C3%A7%C3%A3o-OTG-De-4-E-7-Portas-Para-Macbook-PC-Laptop-Estudo-Office-i.1006215031.25325925584,https://down-br.img.susercontent.com/file/cn-11134207-7r98o-loqnyrqe0i9852,False,False,False,2026-05-01,2026-05-01 10:42:11.668 -0300,market_web_listings_raw_202605041156.csv,9da738c9-9e8d-4644-b7ac-4128d3ab7774
amazon,teclado mecanico,teclado,TECLADO MECÂNICO GAMER REDRAGON VALHEIM ILUMINAÇÃO RAINBOW PRETO SWITCH BROWN K608-R (PT-BROWN),teclado mecanico gamer redragon valheim iluminacao rainbow preto switch brown k608 pt brown,179.99,,,BRL,500,bsr_or_reviews_proxy,500.00,0.0,862,,"Escolha da Amazon TECLADO MECÂNICO GAMER REDRAGON VALHEIM ILUMINAÇÃO RAINBOW PRETO SWITCH BROWN K608-R (PT-BROWN) 4,8 4,8 de 5 estrelas (862) Mais de 500 compras no mês passado R$ 179,99 R$179 , 99 R$ 249,55 R$249,55 à vista no Pix ou NuPay Limite Adicional ou em até 6x de R$ 35,29 R$35,29 sem juros Entrega GRÁTIS: Hoje no seu primeiro pedido Ou entrega mais rápida: Hoje 10:00 - 12:59 Adicionar ao carrinho Mais opções de compra R$ 170,92(14 ofertas de produtos novos e usados)",https://www.amazon.com.br/dp/B0DG6HGF93,https://m.media-amazon.com/images/I/61fq5PhqPQL._AC_UL320_.jpg,False,True,False,2026-05-02,2026-05-02 05:51:39.301 -0300,market_web_listings_raw_202605041156.csv,47d4f18e-06b3-4309-a4dc-24ea12c47661
shopee,hub usb,hub_adaptador,Hub USB 4 em 1 Alumínio Portátil 4 Portas USB 2.0 Plug Play para Notebook e PC MST-012,hub usb 4 1 aluminio portatil 4 portas usb 2 0 plug play notebook pc mst 012,19.00,,,BRL,,reviews_proxy,565.00,,565,,,https://shopee.com.br/Hub-USB-4-em-1-Alum%C3%ADnio-Port%C3%A1til-4-Portas-USB-2.0-Plug-Play-para-Notebook-e-PC-MST-012-i.388412677.43679087083,https://down-br.img.susercontent.com/file/sg-11134201-8261l-mlh4i11h5rlua1,False,False,False,2026-05-01,2026-05-01 10:42:11.668 -0300,market_web_listings_raw_202605041156.csv,dfc2772c-59cc-4063-97f0-ae4861e733b8
shopee,hub usb,hub_adaptador,Hub USB Type C 8 Em 1 Com Leitor De Cartão Divisor 3.0 2.0 SD TF Docking Station BOMBOM,hub usb type c 8 1 leitor cartao divisor 3 0 2 0 sd tf docking station bombom,27.99,,,BRL,,reviews_proxy,205.00,,205,,,https://shopee.com.br/Hub-USB-Type-C-8-Em-1-Com-Leitor-De-Cart%C3%A3o-Divisor-3.0-2.0-SD-TF-Docking-Station-BOMBOM-i.1777670269.22894932599,https://down-br.img.susercontent.com/file/sg-11134201-81zth-mmt2c3pt0s911a,False,False,False,2026-05-01,2026-05-01 10:42:11.668 -0300,market_web_listings_raw_202605041156.csv,4383b67d-04c7-4e3e-8263-ffb89ec9faec
amazon,hub usb,mouse,"Hub USB 3.0 (4 Portas) Expansor até 5Gbps | Acabamento Alumínio | Ideal p/HD Externo, Pen Drive, Teclado, Mouse, PC, Notebook",hub usb 3 0 4 portas expansor ate 5gbps acabamento aluminio ideal p hd externo pen drive teclado,24.30,,,BRL,100,bsr_or_reviews_proxy,100.00,3.0,2,,"Patrocinado Hub USB 3.0 (4 Portas) Expansor até 5Gbps | Acabamento Alumínio | Ideal p/HD Externo, Pen Drive, Teclado, Mouse, PC, Notebook 5,0 5,0 de 5 estrelas (2) Mais de 100 compras no mês passado Preço, página do produto R$ 24,30 R$24 , 30 Mais por Menos: 5% off em 5+ itens Entrega GRÁTIS: Hoje no seu primeiro pedido Adicionar ao carrinho",https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/51Dy3lM7TOL._AC_UL320_.jpg,True,True,False,2026-05-01,2026-05-01 13:16:20.315 -0300,market_web_listings_raw_202605041156.csv,ebef6e92-c533-420d-b767-9723d495cb08
kabum,mouse gamer,mousepad,"Mousepad Gamer Redragon Flick, Grande (400x450mm), Speed - P031",mousepad gamer redragon flick grande 400x450mm speed p031,69.99,,,BRL,,retailer_offer,,,,,,https://www.kabum.com.br/produto/133484/mousepad-gamer-redragon-flick-grande-400x450mm-speed-p031,https://images.kabum.com.br/produtos/fotos/133484/mousepad-gamer-redragon-flicker-grande-400x450mm-speed-p031_1607622348_m.jpg,False,False,False,2026-05-01,2026-05-01 13:05:15.562 -0300,market_web_listings_raw_202605041156.csv,ab99cb12-c2ee-4d23-8104-d9792f0c8094
kabum,mouse gamer,mouse,"Avaliação 5.0 de 5.0  Mouse Gamer sem Fio Attack Shark X3 Tri-Mode, 26.000 DPI, Sensor Óptico PAW3395, 6 Botões Programáveis - Laranja",avaliacao 5 0 5 0 mouse gamer sem fio attack shark x3 tri mode 26 000 dpi sensor,229.99,,,BRL,,retailer_offer,5.00,,5,,,https://www.kabum.com.br/produto/904362/mouse-gamer-sem-fio-attack-shark-x3-tri-mode-26-000-dpi-sensor-optico-paw3395-6-botoes-programaveis-laranja,https://images.kabum.com.br/produtos/fotos/904362/mouse-gamer-sem-fio-attack-shark-x3-tri-mode-26-000-dpi-sensor-optico-paw3395-6-botoes-programaveis-lilas_1767985756_m.jpg,False,False,False,2026-05-01,2026-05-01 13:05:15.562 -0300,market_web_listings_raw_202605041156.csv,c8cb5746-2e6a-421e-886c-aa7e87f96657
kabum,mouse gamer,mouse,"Avaliação 5.0 de 5.0  Fonte MACH1 Steady, 650W, 80 Plus Bronze, PFC Ativo, Preto - 650Steady",avaliacao 5 0 5 0 fonte mach1 steady 650w 80 plus bronze pfc ativo preto 650steady,239.99,,,BRL,,retailer_offer,5.00,,5,,,https://www.kabum.com.br/produto/912182/fonte-mach1-steady-650w-80-plus-bronze-pfc-ativo-preto-650steady,https://images.kabum.com.br/produtos/fotos/912182/fonte-mach1-steady-650w-80-plus-bronze-pfc-ativo-preto-650steady_1761317294_m.jpg,False,False,False,2026-05-01,2026-05-01 13:05:15.562 -0300,market_web_listings_raw_202605041156.csv,e958de49-25f1-44cd-ac04-2fd5259aec82
kabum,mouse gamer,mouse,"Microfone Gamer Rise Mode Elite 05 RGB, USB-C Condensador, Setup White, Branco - RM-ME-05-W",microfone gamer rise mode elite 05 rgb usb c condensador setup white branco rm me 05 w,129.90,,,BRL,,retailer_offer,,,,,,https://www.kabum.com.br/produto/585856/microfone-gamer-rise-mode-elite-05-rgb-usb-c-condensador-setup-white-branco-rm-me-05-w,https://images.kabum.com.br/produtos/fotos/585856/microfone-gamer-de-mesa-rise-mode-elite-05-rgb-usb-c-branco-rm-me-05-w_1737980633_m.jpg,False,False,False,2026-05-01,2026-05-01 13:05:15.562 -0300,market_web_listings_raw_202605041156.csv,96c16bd7-d721-4ffc-93b7-c0d7cd909ad8
kabum,mouse gamer,mouse,"Gabinete Gamer Rise Mode Glass 06x, Mid Tower, ARGB, ATX, Lateral e Frente em Vidro, 6x Fans, Preto - RM-CA-06XB-ARGB",gabinete gamer rise mode glass 06x mid tower argb atx lateral frente vidro 6x fans preto rm ca,199.99,,,BRL,,retailer_offer,,,,,,https://www.kabum.com.br/produto/428734/gabinete-gamer-rise-mode-glass-06x-mid-tower-argb-atx-lateral-e-frente-em-vidro-6x-fans-preto-rm-ca-06xb-argb,https://images.kabum.com.br/produtos/fotos/428734/gabinete-gamer-rise-mode-glass-06x-mid-tower-atx-lateral-e-frontal-em-vidro-temperado-6x-cooler-fan-argb-preto-rm-ca-06xb-argb_1686686906_m.jpg,False,False,False,2026-05-01,2026-05-01 13:05:15.562 -0300,market_web_listings_raw_202605041156.csv,1a5703d1-580c-418c-87d2-360932d29a76
terabyte,mouse gamer,mouse,Mouse Gamer Corsair Ironclaw RGB 18000 DPI 7 Botões | Terabyte De:,mouse gamer corsair ironclaw rgb 18000 dpi 7 botoes terabyte,329.99,,,BRL,,retailer_offer,,,,,"Mouse Gamer Corsair Ironclaw RGB 18000 DPI 7 Botões | Terabyte De: R$ 388,22 R$ 329,99 12x de R$ 32,36 sem juros 🔥 em promoção Frete Grátis Periféricos > Mouse",https://www.terabyteshop.com.br/produto/11946/mouse-gamer-corsair-ironclaw-rgb-fpsmoba-18000-dpi-7-botoes-programaveis-black-ch-9307011-na,https://img.terabyteshop.com.br/produto/m/mouse-gamer-corsair-ironclaw-rgb-fpsmoba-18000-dpi-7-botoes-programaveis-black-ch-9307011-na_80419.jpg,False,False,False,2026-05-01,2026-05-01 13:05:39.133 -0300,market_web_listings_raw_202605041156.csv,0c64a1f2-7e26-47e7-ac11-f24bf7706a13
terabyte,mouse gamer,mouse,Mouse Gamer Corsair Scimitar RGB Elite 18000DPI | Terabyte De:,mouse gamer corsair scimitar rgb elite 18000dpi terabyte,429.99,,,BRL,,retailer_offer,,,,,"Mouse Gamer Corsair Scimitar RGB Elite 18000DPI | Terabyte De: R$ 505,87 R$ 429,99 12x de R$ 42,16 sem juros 🔥 em promoção Frete Grátis Periféricos > Mouse",https://www.terabyteshop.com.br/produto/16020/mouse-gamer-corsair-scimitar-rgb-elite-18000-dpi-17-botoes-programaveis-black-ch-9304211-na,https://img.terabyteshop.com.br/produto/m/mouse-gamer-corsair-scimitar-rgb-elite-18000-dpi-17-botoes-programaveis-black-ch-9304211-na_109153.png,False,False,False,2026-05-01,2026-05-01 13:05:39.133 -0300,market_web_listings_raw_202605041156.csv,eddfaa72-c019-4599-b44a-76c9247c237b
terabyte,mouse gamer,mouse,Mouse Gamer MSI Versa 300 Wireless 8000 DPI RGB | Terabyte De:,mouse gamer msi versa 300 wireless 8000 dpi rgb terabyte,169.99,,,BRL,,retailer_offer,,,,,"Mouse Gamer MSI Versa 300 Wireless 8000 DPI RGB | Terabyte De: R$ 199,99 R$ 169,99 12x de R$ 16,67 sem juros 🔥 em promoção Frete Grátis Periféricos > Mouse",https://www.terabyteshop.com.br/produto/36333/mouse-gamer-msi-versa-300-rgb-wirelessbluetooth-8000-dpi-sensor-paw3104db-6-botoes-preto,https://img.terabyteshop.com.br/produto/m/mouse-gamer-msi-versa-300-rgb-wirelessbluetooth-8000-dpi-sensor-paw3104db-6-botoes-preto_238940.jpg,False,False,False,2026-05-01,2026-05-01 13:05:39.133 -0300,market_web_listings_raw_202605041156.csv,6034788c-5fea-49b9-87f0-4b49544455de
