rank,opportunity_score,query,category,source_name,title,price,query_median_price,query_min_price,query_offer_count,query_source_count,price_gap_to_median_pct,demand_proxy,confidence,item_url,image_url,fetched_at
66,70.75,webcam,webcam,kabum,Frete grátis* Webcam UGREEN 1080P Full HD 30FPS USB Microfone Duplo PC,28.00,139.99,9.81,83,4,0.8000,0.00,0.95,https://www.kabum.com.br/produto/887762/camera-webcam-ugreen-hd-1080p-30fps-preto-cinza,https://images.kabum.com.br/produtos/fotos/sync_mirakl/887762/medium/Webcam-UGREEN-1080P-Full-HD-30FPS-USB-Microfone-Duplo-PC_1773925140.jpg,2026-05-02 04:23:44.631 -0300
67,70.72,mouse gamer,mousepad,kabum,"Mousepad Gamer Rise Mode Black Mode, Speed, Estendido (900x300mm) - RG-MP-06-FBK",28.99,124.10,6.99,94,6,0.7664,5.00,0.95,https://www.kabum.com.br/produto/111142/mousepad-gamer-rise-mode-black-mode-speed-estendido-900x300mm-rg-mp-06-fbk,https://images.kabum.com.br/produtos/fotos/111142/mousepad-gamer-rise-mode-black-mode-speed-estendido-900x300mm-rg-mp-06-fbk_1584561621_m.jpg,2026-05-01 13:17:01.473 -0300
68,70.63,fone bluetooth,headset_fone,amazon,"Fone de Ouvido Bluetooth 5.4 TWS com IPX4 à Prova d’Água, Redução de Ruído e Microfone – Ideal para Corrida, Academia e Trabalho (iOS e Android)",41.49,149.45,19.90,70,3,0.7224,500.00,0.90,https://www.amazon.com.br/dp/B0GMRZS4QD,https://m.media-amazon.com/images/I/51vF9tKkrzL._AC_UL320_.jpg,2026-05-02 04:13:56.828 -0300
69,70.49,combo teclado mouse,mouse,terabyte,Combo Teclado e Mouse Dr. Office DC100 USB Preto,19.99,119.00,8.83,60,3,0.8320,0.00,0.95,https://www.terabyteshop.com.br/produto/40154/combo-teclado-e-mouse-dr-office-dc100-usb-preto,https://img.terabyteshop.com.br/produto/m/combo-teclado-e-mouse-dr-office-dc100-usb-preto_261597.jpg,2026-05-02 04:44:20.413 -0300
70,70.46,webcam,webcam,kabum,"Frete grátis* Webcam Logitech Brio 100, Full Hd, Grafite - 960-001586",33.22,139.99,9.81,83,4,0.7627,5.00,0.95,https://www.kabum.com.br/produto/515929/webcam-logitech-brio-100-full-hd-grafite-960-001586,https://images.kabum.com.br/produtos/fotos/sync_mirakl/515929/medium/Webcam-Logitech-Brio-100-Full-Hd-Grafite-960-001586_1774379939.jpg,2026-05-02 12:37:49.524 -0300
71,70.17,teclado gamer,teclado,shopee,"Teclado Gamer Mancer Veyra, Rainbow, ABNT2, Preto, MCR-VYRA-RBW01",51.74,174.98,43.90,91,5,0.7043,241.00,0.75,https://shopee.com.br/Teclado-Gamer-Mancer-Veyra-Rainbow-ABNT2-Preto-MCR-VYRA-RBW01-i.627750190.58205888515,https://down-br.img.susercontent.com/file/br-11134207-820lc-ml6i4ohse2h37e,2026-05-01 13:11:44.795 -0300
72,70.08,headset gamer,headset_fone,shopee,"Q8 Gamer Headset Com Microfone Fones De Ouvido Fio Para PC Ps4 XBOX Computador Celular , P3",49.98,151.48,9.80,76,5,0.6701,1432.00,0.75,https://shopee.com.br/Q8-Gamer-Headset-Com-Microfone-Fones-De-Ouvido-Fio-Para-PC-Ps4-XBOX-Computador-Celular-P3-i.1640660076.51651606779,https://down-br.img.susercontent.com/file/sg-11134201-8261n-mkc1r7fnnk08b5,2026-05-01 13:12:32.484 -0300
73,70.06,hub usb,hub_adaptador,shopee,Hub USB com 4/7 Entradas USB 2.0 de Alta Velocidade com Botão Liga/Desliga,14.99,43.99,7.04,53,5,0.6592,2537.00,0.75,https://shopee.com.br/Hub-USB-com-4-7-Entradas-USB-2.0-de-Alta-Velocidade-com-Bot%C3%A3o-Liga-Desliga-i.390307022.16404033482,https://down-br.img.susercontent.com/file/699e8e716d41ba772a4e8e4192d0dae2,2026-05-01 13:13:24.880 -0300
74,69.82,mouse sem fio,mouse,shopee,Mouse Home Office Sem Fio - Bateria Interna Recarregável e LED RGB Wireless,21.90,60.34,5.49,91,6,0.6371,6957.00,0.75,https://shopee.com.br/Mouse-Home-Office-Sem-Fio-Bateria-Interna-Recarreg%C3%A1vel-e-LED-RGB-Wireless-i.1351555956.58200908577,https://down-br.img.susercontent.com/file/br-11134207-81z1k-mhelddzuvu2tea,2026-05-01 13:09:59.876 -0300
75,69.65,mouse bluetooth,mouse,mercado_livre,Mouse Bluetooth Wireless Recarregável Silencioso para Notebook e PC,18.90,186.37,18.90,10,1,0.8986,0.00,0.85,,,2026-04-30 21:39:36.535 -0300
76,69.60,webcam,webcam,amazon,"Webcam Full HD 1080p com Microfone Integrado, Foco Automático e Plug & Play USB – Câmera para Videochamada, Aulas Online, Reuniões e Streaming, Ideal Para PC e Notebook, Zoom, Teams, Meet, Skype",39.99,139.99,9.81,83,4,0.7143,50.00,0.90,https://www.amazon.com.br/dp/B0GMSVQQ8M,https://m.media-amazon.com/images/I/61CrmnTePwL._AC_UL320_.jpg,2026-05-02 05:53:36.211 -0300
77,69.52,teclado gamer,teclado,amazon,"Teclado Gamer Semi Mecânico RGB LED Rainbow, USB, ABNT-2, Anti-Ghosting, Multimídia, Ideal para Jogos e Digitação, Ergonômico - Computador Videogame",44.90,174.98,43.90,91,5,0.7434,100.00,0.90,https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/71utpjlJrYL._AC_UL320_.jpg,2026-05-02 05:51:51.081 -0300
78,69.44,hub usb,hub_adaptador,amazon,HUB USB 3.0 com 4 Portas e Led Indicador Exbom UH-30,15.90,43.99,7.04,53,5,0.6386,2700.00,0.90,https://www.amazon.com.br/dp/B078MLGG6L,https://m.media-amazon.com/images/I/51kNf8b57RL._AC_UL320_.jpg,2026-05-02 04:14:22.978 -0300
79,69.35,cabo usb c,cabo,shopee,Cabo Tipo C- Tipo C Dois Lados Para Cabo De Carga Rápida Cabo,9.99,28.30,7.99,56,5,0.6470,2827.00,0.75,https://shopee.com.br/Cabo-Tipo-C-Tipo-C-Dois-Lados-Para-Cabo-De-Carga-R%C3%A1pida-Cabo-i.399802573.17045843149,https://down-br.img.susercontent.com/file/e0d5ee36fb11007887a2d0b3c4d4072c,2026-05-01 13:14:11.507 -0300
80,69.19,webcam,webcam,kabum,"Webcam Poly Studio P5, Full HD, 1080p, 30 FPS, USB, Branco - 2200-87070-001",35.29,139.99,9.81,83,4,0.7479,4.00,0.95,https://www.kabum.com.br/produto/314695/webcam-poly-studio-p5-full-hd-1080p-30-fps-usb-branco-2200-87070-001,https://images.kabum.com.br/produtos/fotos/314695/webcam-poly-studio-p5-full-hd-1080p-30-fps-usb-branco-2200-87070-001_1647541958_m.jpg,2026-05-02 12:37:49.524 -0300
81,69.10,mousepad gamer,mousepad,terabyte,Mousepad Gamer Corsair MM200 Médio 36x30cm Preto,8.83,47.00,8.83,69,3,0.8121,0.00,0.95,https://www.terabyteshop.com.br/produto/6241/mouse-pad-gamer-corsair-ch-9000099-ww-mm200-medium-36-x-30cm-preto,https://img.terabyteshop.com.br/produto/m/mouse-pad-gamer-corsair-ch-9000099-ww-mm200-medium-36-x-30cm-preto_134438.jpg,2026-05-02 04:45:41.681 -0300
82,69.10,mousepad gamer,mousepad,terabyte,Mousepad Gamer PCYes Dragon Extended 900x420mm,8.83,47.00,8.83,69,3,0.8121,0.00,0.95,https://www.terabyteshop.com.br/produto/34158/mousepad-gamer-pcyes-dragon-extended-extra-grande-900x420mm-pmd90x42,https://img.terabyteshop.com.br/produto/m/mousepad-gamer-pcyes-dragon-extended-extra-grande-900x420mm-pmd90x42_227218.jpg,2026-05-02 12:59:15.579 -0300
83,69.10,mousepad gamer,mousepad,terabyte,Mousepad Gamer PCYes Ancient Dragon 900x420mm,8.83,47.00,8.83,69,3,0.8121,0.00,0.95,https://www.terabyteshop.com.br/produto/34159/mousepad-gamer-pcyes-ancient-dragon-extended-extra-grande-900x420mm-pma90x42,https://img.terabyteshop.com.br/produto/m/mousepad-gamer-pcyes-ancient-dragon-extended-extra-grande-900x420mm-pma90x42_227231.jpg,2026-05-02 12:59:15.579 -0300
84,69.10,fone bluetooth,headset_fone,mercado_livre,Fone Bluetooth Redmi,27.00,149.45,19.90,70,3,0.8193,0.00,0.85,,,2026-04-30 21:49:31.995 -0300
85,68.98,teclado mecanico,teclado,aliexpress,Teclado mecanico 60% teclado para jogos gamer teclados mecânicos pc teclados laptop oficina mini teclado klavye teclas branco,54.24,169.99,16.03,93,6,0.6809,500.00,0.65,https://pt.aliexpress.com/item/1005008870868082.html,https://ae-pic-a1.aliexpress-media.com/kf/S8155f65143154ce3b3ac58930203893dx.jpg_480x480q75.jpg_.avif,2026-05-02 05:45:03.147 -0300
86,68.48,teclado gamer,teclado,amazon,Teclado Gamer Fortrek Fearless 80 TKL Preto,59.98,174.98,43.90,91,5,0.6572,467.00,0.90,https://www.amazon.com.br/dp/B0DLLG1R8Y,https://m.media-amazon.com/images/I/716qp5jOSBL._AC_UL320_.jpg,2026-05-02 08:05:38.366 -0300
87,68.20,adaptador wifi usb,hub_adaptador,terabyte,Adaptador Wireless TP-Link Archer T2U Nano AC600,8.83,43.99,8.83,55,3,0.7993,0.00,0.95,https://www.terabyteshop.com.br/produto/15553/adaptador-wireless-tp-link-usb-archer-t2u-nano-ac600,https://img.terabyteshop.com.br/produto/m/adaptador-wireless-tp-link-usb-archer-t2u-nano-ac600_106783.jpg,2026-05-02 04:45:14.458 -0300
88,68.08,webcam,webcam,kabum,"Webcam Pcyes Raza HD-03, HD, 720P, Com Microfone, Preto - Rzhd03",33.33,139.99,9.81,83,4,0.7619,0.00,0.95,https://www.kabum.com.br/produto/949986/webcam-pcyes-raza-hd-03-hd-720p-com-microfone-preto-rzhd03,https://images.kabum.com.br/produtos/fotos/949986/webcam-pcyes-raza-hd-03-hd-720p-com-microfone-preto-rzhd03-_1762886772_m.jpg,2026-05-02 12:37:49.524 -0300
89,67.66,webcam,webcam,shopee,Webcam Câmera Full Hd 1080p 360 Graus Videoconferência Streamcam Web Cam Entrada Usb Com Microfone,49.99,139.99,9.81,83,4,0.6429,958.00,0.75,https://shopee.com.br/Webcam-C%C3%A2mera-Full-Hd-1080p-360-Graus-Videoconfer%C3%AAncia-Streamcam-Web-Cam-Entrada-Usb-Com-Microfone-i.634459976.20699773493,https://down-br.img.susercontent.com/file/sg-11134201-7ratl-mabme1oxej7i39,2026-05-01 13:14:57.248 -0300
90,67.64,mousepad gamer,mousepad,terabyte,Mousepad Gamer Corsair MM300 Pro Speed 360x300mm,9.81,47.00,8.83,69,3,0.7913,0.00,0.95,https://www.terabyteshop.com.br/produto/28380/mousepad-gamer-corsair-mm300-pro-speed-medio-360mm-x-300mm-ch-9413631-ww,https://img.terabyteshop.com.br/produto/m/mousepad-gamer-corsair-mm300-pro-speed-medio-360mm-x-300mm-ch-9413631-ww_193062.jpg,2026-05-02 04:45:41.681 -0300
91,67.62,headset gamer,headset_fone,mercado_livre,Fone Headset Gamer Feasso,35.99,151.48,9.80,76,5,0.7624,0.00,0.85,,,2026-05-02 11:49:28.239 -0300
92,67.58,webcam,webcam,kabum,"Webcam Logitech Full HD 1080p, 30FPS, Microfone Estéreo, Com fio, Proteção De Privacidade, Widescreen - 960-001257",38.99,139.99,9.81,83,4,0.7215,5.00,0.95,https://www.kabum.com.br/produto/150380/webcam-logitech-full-hd-1080p-30fps-microfone-estereo-com-fio-protecao-de-privacidade-widescreen-960-001257,https://images.kabum.com.br/produtos/fotos/sync_mirakl/150380/medium/Webcam-Logitech-Full-HD-1080p-30FPS-Microfone-Est-reo-Com-fio-Prote-o-De-Privacidade-Widescreen-960-001257_1774640324.jpg,2026-05-02 12:37:49.524 -0300
93,67.27,webcam,webcam,shopee,Webcam Câmera Computador Full HD 1080x1920p 2MP USB Plug Play Microfone Embutido Com uma luz de enchimento,39.99,139.99,9.81,83,4,0.7143,14.00,0.75,https://shopee.com.br/Webcam-C%C3%A2mera-Computador-Full-HD-1080x1920p-2MP-USB-Plug-Play-Microfone-Embutido-Com-uma-luz-de-enchimento-i.1741551614.58258111031,https://down-br.img.susercontent.com/file/br-11134207-820l5-mmka6lmq835wa0,2026-05-01 13:14:57.248 -0300
94,67.25,webcam,webcam,kabum,Webcam Microfone Camera Full Hd 1080p Computador Plug E Play Microfone Embutido,34.99,139.99,9.81,83,4,0.7501,0.00,0.95,https://www.kabum.com.br/produto/881193/webcam-microfone-camera-full-hd-1080p-computador-plug-e-play-microfone-embutido,https://images.kabum.com.br/produtos/fotos/sync_mirakl/881193/medium/Webcam-Microfone-Camera-Full-Hd-1080p-Computador-Plug-E-Play-Microfone-Embutido_1748870690.png,2026-05-02 04:23:44.631 -0300
95,66.83,mouse gamer,mouse,shopee,"Mouse Gamer RGB 7200 DPI Com Fio Iluminação Personalizável | Delta M5072 R$ 29,99 -33% 4.9 São Paulo Encontrar itens similares",29.99,124.10,6.99,94,6,0.7583,0.00,0.75,https://shopee.com.br/Mouse-Gamer-RGB-7200-DPI-Com-Fio-Ilumina%C3%A7%C3%A3o-Personaliz%C3%A1vel-Delta-M5072-i.764842647.58206243262,https://down-br.img.susercontent.com/file/br-11134207-820lu-mm7h6vgwqz2c81,2026-05-01 10:34:35.881 -0300
96,66.77,combo teclado mouse,mouse,amazon,"Combo Teclado e Mouse Bluetooth Ultrafino Sem Fio, Portátil e Recarregável E Teclado sem Fio - Compatível com Tablets Android, Celular, Smartphone, iPhone, iPad mini, Pro Air 10.2 10.9 11 12.9",42.65,119.00,8.83,60,3,0.6416,2000.00,0.90,https://www.amazon.com.br/dp/B0FKKQV96P,https://m.media-amazon.com/images/I/51o16JyN-rL._AC_UL320_.jpg,2026-05-02 04:13:44.340 -0300
97,66.67,mouse sem fio,mouse,amazon,Mouse Sem Fio Slim Box Conexão Usb 1200dpi 3 Botões Preto Multi - MO307,24.49,60.34,5.49,91,6,0.5941,3500.00,0.90,https://www.amazon.com.br/dp/B09F5CGZ7J,https://m.media-amazon.com/images/I/41pUkesgzDL._AC_UL320_.jpg,2026-05-02 04:13:04.609 -0300
98,66.64,adaptador wifi usb,hub_adaptador,terabyte,Adaptador Wireless USB TP-Link 150Mbps TL-WN722N,9.81,43.99,8.83,55,3,0.7770,0.00,0.95,https://www.terabyteshop.com.br/produto/13164/adaptador-wireless-n-usb-tp-link-150mbps-tl-wn722n,https://img.terabyteshop.com.br/produto/m/adaptador-wireless-n-usb-tp-link-150mbps-tl-wn722n_93481.jpg,2026-05-02 04:45:14.458 -0300
99,66.46,hub usb,hub_adaptador,amazon,"Hub USB 3.0 4 Portas Alta Velocidade – Expansor USB para Notebook, PC e Mac, Plug & Play, Design Compacto e Portátil",11.90,43.99,7.04,53,5,0.7295,1.00,0.90,https://www.amazon.com.br/dp/B0GYFSYHB2,https://m.media-amazon.com/images/I/51OveyoJc1L._AC_UL320_.jpg,2026-05-02 23:03:22.362 -0300
100,66.42,headset gamer,headset_fone,shopee,"Headset Gamer Com Fio Profissional, Iluminação RGB, Microfone Ajustável E Alto-Falante Ajustável Para PC, PS4, XBOX",48.00,151.48,9.80,76,5,0.6831,41.00,0.75,https://shopee.com.br/Headset-Gamer-Com-Fio-Profissional-Ilumina%C3%A7%C3%A3o-RGB-Microfone-Ajust%C3%A1vel-E-Alto-Falante-Ajust%C3%A1vel-Para-PC-PS4-XBOX-i.1604776805.56102061051,https://down-br.img.susercontent.com/file/cn-11134207-820l4-mhhdexgtqnsxb7,2026-05-01 13:12:32.484 -0300
101,66.29,mouse gamer,mouse,shopee,"Mouse Gamer iluminação RGB design ergonômico confortável 4800 DPI R$ 30,96 -38% 4.8 São Paulo Encontrar itens similares",30.96,124.10,6.99,94,6,0.7505,0.00,0.75,https://shopee.com.br/Mouse-Gamer-ilumina%C3%A7%C3%A3o-RGB-design-ergon%C3%B4mico-confort%C3%A1vel-4800-DPI-i.397374716.22591649689,https://down-br.img.susercontent.com/file/br-11134207-7r98p-llp00ht75kbv82,2026-05-01 10:34:35.881 -0300
102,66.21,mousepad gamer,mousepad,amazon,"Mousepad Gamer Profissional Antiderrapante Preto 21x26cm, Deslize Suave e Precisão Óptica/Laser; para Jogos, Trabalho, Escritório, Estudos, PC Gamer, Notebook (4)",9.99,47.00,8.83,69,3,0.7874,4.00,0.90,https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/51z-RWMlLuL._AC_UL320_.jpg,2026-05-02 12:58:40.267 -0300
103,65.87,teclado gamer,mouse,shopee,Kit Gamer Teclado e Mouse Iluminação RGB Com Fio USB Semi Mecânico PC Notebook H8,62.99,174.98,43.90,91,5,0.6400,281.00,0.75,https://shopee.com.br/Kit-Gamer-Teclado-e-Mouse-Ilumina%C3%A7%C3%A3o-RGB-Com-Fio-USB-Semi-Mec%C3%A2nico-PC-Notebook-H8-i.1492670075.58201740931,https://down-br.img.susercontent.com/file/br-11134207-7r98o-mdliw24eq0up3f,2026-05-01 13:11:44.795 -0300
104,65.85,adaptador wifi usb,hub_adaptador,mercado_livre,Univex BULK7601 adaptador WiFi USB 2.0 802.11n,9.99,43.99,8.83,55,3,0.7729,0.00,0.85,,,2026-05-02 16:00:31.067 -0300
105,65.77,webcam,webcam,amazon,WebCam Intuitive Full HD Foco Fixo com microfone Home Office Videoconferências - Premium,44.30,139.99,9.81,83,4,0.6835,13.00,0.90,https://www.amazon.com.br/dp/B0FCHVR2Y3,https://m.media-amazon.com/images/I/51D+OPRfK-L._AC_UL320_.jpg,2026-05-03 14:05:16.343 -0300
106,65.52,mousepad gamer,mousepad,amazon,Mouse Pad Gamer SPEED MPG102 Preto FORTREK,20.00,47.00,8.83,69,3,0.5745,28700.00,0.90,https://www.amazon.com.br/dp/B0765Y7VGX,https://m.media-amazon.com/images/I/71KsXR+FRSL._AC_UL320_.jpg,2026-05-02 04:15:03.115 -0300
107,65.44,mouse sem fio,mouse,amazon,Mouse Sem Fio Recarregável com LED RGB Design Ergonômico Conexão USB Bluetooth Compatível com PC Notebook e Home Office (Prata),21.59,60.34,5.49,91,6,0.6422,100.00,0.90,https://www.amazon.com.br/dp/B0G1B7PJ3H,https://m.media-amazon.com/images/I/51PPfzsgtuL._AC_UL320_.jpg,2026-05-02 04:13:04.609 -0300
108,65.37,fone bluetooth,headset_fone,amazon,"Fone de Ouvido Bluetooth 5.3 On-ear. Cancelamento de Ruído e Regulavel para Corridas e Academia, Headphone Sem Fio com Microfone Integrado Confortavel e Dobravel Compativel com Android e IOS. (Azul)",53.49,149.45,19.90,70,3,0.6421,660.00,0.90,https://www.amazon.com.br/dp/B0FB8PPPLP,https://m.media-amazon.com/images/I/51YvVPc8npL._AC_UL320_.jpg,2026-05-02 12:57:19.969 -0300
109,65.36,fone bluetooth,headset_fone,mercado_livre,Fone Bluetooth Esportivo 320mah Fone Sem Fio Fone Academia Lilás,35.00,149.45,19.90,70,3,0.7658,0.00,0.85,,,2026-05-03 00:02:23.675 -0300
110,65.21,webcam,webcam,shopee,Webcam Full Hd 1080P 2MP Com microfone USB Para windows Mac - AITEK,47.78,139.99,9.81,83,4,0.6587,61.00,0.75,https://shopee.com.br/Webcam-Full-Hd-1080P-2MP-Com-microfone-USB-Para-windows-Mac-AITEK-i.1232299933.49204749950,https://down-br.img.susercontent.com/file/br-11134207-820lc-mlfbguzjrrph11,2026-05-01 13:14:57.248 -0300
111,65.04,mouse gamer,mouse,amazon,"Havit Mouse Gamer MS1001S RGB Programável Macro, 7 Botões, 800-1600-2400-3200-4800-8000 DPI, USB, Design Ergonômico, Antiderrapante",52.39,124.10,6.99,94,6,0.5778,2400.00,0.90,https://www.amazon.com.br/dp/B07MC6RLN4,https://m.media-amazon.com/images/I/41rHZ1VskiL._AC_UL320_.jpg,2026-05-02 04:12:50.647 -0300
112,65.04,mouse sem fio,mouse,terabyte,"Mouse Vinik Corp, USB, 1000 DPI, 3 Botões, Preto, CM100",16.99,60.34,5.49,91,6,0.7184,0.00,0.95,https://www.terabyteshop.com.br/produto/37463/mouse-vinik-corp-usb-1000-dpi-3-botoes-preto-cm100,https://img.terabyteshop.com.br/produto/m/mouse-vinik-corp-usb-1000-dpi-3-botoes-preto-cm100_245163.jpg,2026-05-02 12:56:19.596 -0300
113,64.97,teclado gamer,teclado,amazon,Teclado Gamer Fortrek Fearless 65 Compact Preto,68.74,174.98,43.90,91,5,0.6072,467.00,0.90,https://www.amazon.com.br/dp/B0DLLFDKF9,https://m.media-amazon.com/images/I/718gO9CzzIL._AC_UL320_.jpg,2026-05-03 06:02:41.504 -0300
114,64.75,teclado gamer,teclado,terabyte,Teclado Gamer Ninja Black Noir RGB Membrana ABNT2,49.99,174.98,43.90,91,5,0.7143,0.00,0.95,https://www.terabyteshop.com.br/produto/22092/teclado-gamer-ninja-black-noir-rgb-switch-membrana-abnt2-black-tc-gn-bknr,https://img.terabyteshop.com.br/produto/m/teclado-gamer-ninja-black-noir-rgb-switch-membrana-abnt2-black-tc-gn-bknr_148766.png,2026-05-02 04:44:06.185 -0300
115,64.71,mouse sem fio,mouse,amazon,"C3Tech Mouse Sem Fio M-W15BK, Preto, Wifi 2.4Ghz, 1200DPI, Ambidestro, 3 Botoes, Windows, MAC OS,LINUX, CHROME",22.90,60.34,5.49,91,6,0.6205,185.00,0.90,https://www.amazon.com.br/dp/B0DG62HMX7,https://m.media-amazon.com/images/I/41idJgIe1+L._AC_UL320_.jpg,2026-05-02 12:56:14.504 -0300
116,64.61,combo teclado mouse,mouse,terabyte,Combo Teclado e Mouse Keytime Minimal USB Preto,29.99,119.00,8.83,60,3,0.7480,0.00,0.95,https://www.terabyteshop.com.br/produto/35514/combo-teclado-e-mouse-keytime-minimal-usb-preto-kyt0015,https://img.terabyteshop.com.br/produto/m/combo-teclado-e-mouse-keytime-minimal-usb-preto-kyt0015_234689.png,2026-05-02 04:44:20.413 -0300
117,64.41,mouse sem fio,mouse,amazon,"Mouse Sem Fio Wireless RGB Premium, Recarregável, Bluetooth/USB 2.4GHz, Sensor Óptico, LED Colorido, 1600 DPI para Notebook, PC, Desktop",19.49,60.34,5.49,91,6,0.6770,6.00,0.90,https://www.amazon.com.br/dp/B0GWK24PJC,https://m.media-amazon.com/images/I/611OouJIZPL._AC_UL320_.jpg,2026-05-02 04:13:04.609 -0300
118,64.29,combo teclado mouse,mouse,amazon,"Combo Teclado e Mouse Bluetooth Ultrafino Sem Fio, Portátil e Recarregável E Teclado sem Fio - Compatível com Tablets Android, Celular, Smartphone, iPhone, iPad mini, Pro Air 10.2 10.9 11 12.9",42.65,119.00,8.83,60,3,0.6416,3000.00,0.90,https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/51o16JyN-rL._AC_UL320_.jpg,2026-05-03 01:03:02.197 -0300
119,64.10,teclado mecanico,mousepad,amazon,Kit Teclado Gamer Semi Mecanico Iluminado Led para Pc Ps4 Ps5 Xbox Notebook Abnt com Mouse Pad Gamer …,59.90,169.99,16.03,93,6,0.6476,270.00,0.90,https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/6153gWhw1WL._AC_UL320_.jpg,2026-05-01 10:37:45.190 -0300
120,64.08,headset gamer,headset_fone,mercado_livre,Headset Gamer Apolo Preto Mymax,43.65,151.48,9.80,76,5,0.7118,0.00,0.85,,,2026-05-02 11:49:28.239 -0300
121,64.06,mousepad gamer,mousepad,mercado_livre,Mousepad Gamer Evolut Cor Cinza,11.88,47.00,8.83,69,3,0.7472,0.00,0.85,,,2026-05-02 11:56:53.693 -0300
122,64.06,mousepad gamer,mousepad,mercado_livre,Mousepad Gamer Evolut Cor Azul,11.88,47.00,8.83,69,3,0.7472,0.00,0.85,,,2026-05-02 15:58:26.158 -0300
123,63.97,hub usb,hub_adaptador,amazon,Expansor Hub USB 3.0 4 Portas UH-30A – Alta Velocidade 5Gbps com LED | USB PRETO,12.90,43.99,7.04,53,5,0.7068,0.00,0.90,https://www.amazon.com.br/dp/B0GW1VPJ9D,https://m.media-amazon.com/images/I/41-rMK1KmHL._AC_UL320_.jpg,2026-05-02 16:05:55.737 -0300
124,63.97,hub usb,mouse,amazon,Hub USB 3.0 Extensor 4 Portas de até 5 Gbps Acabamento em Alumínio Compacto - 1x USB 3.0 e 3x USB 2.0 Ideal para Notebook Pen Drive Teclado e Mouse,12.90,43.99,7.04,53,5,0.7068,0.00,0.90,https://www.amazon.com.br/dp/B0GWGFHDK7,https://m.media-amazon.com/images/I/51Yw--1DPxL._AC_UL320_.jpg,2026-05-02 16:09:13.473 -0300
125,63.84,combo teclado mouse,mouse,amazon,"Combo de teclado e mouse Bluetooth ultrafino, portátil, recarregável, teclado sem fio para tablet Android, celular, smartphone, iPhone, iPad mini, Pro Air 10.2 10.9 11 12.9 33.0 cm (preto)",46.99,119.00,8.83,60,3,0.6051,1500.00,0.90,https://www.amazon.com.br/dp/B098QKHRGK,https://m.media-amazon.com/images/I/61KlLFtv-3L._AC_UL320_.jpg,2026-05-02 04:13:44.340 -0300
126,63.84,fone bluetooth,headset_fone,amazon,Fone de ouvido bluetooth sem fio Kaidi kd-770 esportes compativel com android iios TWS 5.0 (Preto),56.90,149.45,19.90,70,3,0.6193,698.00,0.90,https://www.amazon.com.br/dp/B0BZT41P9M,https://m.media-amazon.com/images/I/3194XCwfk3L._AC_UL320_.jpg,2026-05-02 12:57:19.969 -0300
127,63.82,headset gamer,headset_fone,amazon,"Fone De Ouvido Headset Gamer Luz Led RGB Compatível com Computador, Celular, Video Games",55.49,151.48,9.80,76,5,0.6337,463.00,0.90,https://www.amazon.com.br/sspa/click,https://m.media-amazon.com/images/I/61hj6TZ6FwL._AC_UL320_.jpg,2026-05-02 12:35:51.459 -0300
128,63.80,hub usb,mouse,amazon,"Hub USB 3.0 (4 Portas) Expansor até 5Gbps | Acabamento Alumínio | Ideal p/HD Externo, Pen Drive, Teclado, Mouse, PC, Notebook",17.89,43.99,7.04,53,5,0.5933,400.00,0.90,https://www.amazon.com.br/dp/B0FTSHK5KX,https://m.media-amazon.com/images/I/51RWK77o+jL._AC_UL320_.jpg,2026-05-02 04:14:22.978 -0300
129,63.07,fone bluetooth,headset_fone,amazon,"INAVA Fone de Ouvido Bluetooth 3ª Geração, 50 Horas de Bateria, Microfone com Cancelamento de Ruído (ENC), fone de ouvido esportivo Ergonômico, Ideal para Academia/Corrida/Trabalho (Preto)",57.00,149.45,19.90,70,3,0.6186,400.00,0.90,https://www.amazon.com.br/dp/B0GSRB8D19,https://m.media-amazon.com/images/I/511ThB6ouuL._AC_UL320_.jpg,2026-05-02 04:13:56.828 -0300
130,62.72,mouse sem fio,mouse,kabum,Cabo Adaptador Conversor HDMI para VGA F + Áudio F3 - JC- AD-HM/VGA,18.99,60.34,5.49,91,6,0.6853,0.00,0.95,https://www.kabum.com.br/produto/112044/cabo-adaptador-conversor-hdmi-para-vga-f-audio-f3-jc-ad-hm-vga,https://images.kabum.com.br/produtos/fotos/112044/cabo-adaptador-conversor-f3-hdmi-x-vga-f-audio-jc-ad-hm-vga_1659733792_m.jpg,2026-05-01 13:17:15.186 -0300
131,62.67,teclado gamer,teclado,shopee,Teclado Gamer Semi-Mecânico RGB UltraMax ULT-068 Padrão ABNT2 USB Anti-ghosting 65%,72.88,174.98,43.90,91,5,0.5835,504.00,0.75,https://shopee.com.br/Teclado-Gamer-Semi-Mec%C3%A2nico-RGB-UltraMax-ULT-068-Padr%C3%A3o-ABNT2-USB-Anti-ghosting-65--i.1351679961.58202937438,https://down-br.img.susercontent.com/file/br-11134207-81ztc-mj8fq5fce41y2d,2026-05-01 13:11:44.795 -0300
