product_id,product_name,product_name_key,domain_id,category,status,brand,line,model,gtin,main_color,first_image_url,queries,query_count,fetched_date,fetched_at,source_file
MLB52018507,Mouse Gamer Mecanico Luz Rgb Controle De Dpi Mouse Para Jogos Mouse Com Fio Mouse Preto Mouse Gamer Para Jogo Mouse Gamer Attack Dragon Mouse Optico Mouse Ergonomico Mouse Confortavel Vtr,mouse gamer mecanico luz rgb controle dpi mouse jogos mouse fio mouse preto mouse gamer jogo mouse gamer,MLB-COMPUTER_MICE,mouse,active,VTR ELETRONICS,Mouse Gamer,Tigger,7796468528622,Preto,https://http2.mlstatic.com/D_NQ_NP_762048-MLA99406873760_112025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB36463133,Mouse Pad Mouse Gamer Pad Gamer Pad Mouse Pad Gamer Gel,mouse pad mouse gamer pad gamer pad mouse pad gamer gel,MLB-MOUSE_PADS,mousepad,active,Qatar Shop,Alfombrilla,Mouse Pad,138101508047,,https://http2.mlstatic.com/D_NQ_NP_931650-MLU75954244448_052024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB60083636,Gamer Kit 4 em 1 Gamer Mouse Gamer Keyboard Gamer Pad Fones de ouvido Gamer,gamer kit 4 1 gamer mouse gamer keyboard gamer pad fones ouvido gamer,MLB-KEYBOARD_AND_MOUSE_KITS,mouse,active,Santech,,ST-KING,753153709510,Preto,https://http2.mlstatic.com/D_NQ_NP_797430-MLA94662357166_102025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB25564493,Mouse Gamer Pro Mouse Gamer Rgb Dpi 7 Botoes Usb,mouse gamer pro mouse gamer rgb dpi 7 botoes usb,MLB-COMPUTER_MICE,mouse,active,A.R Variedades Mt,,RGB DPI 7 Buttons USB,7893615197882,Cinza,https://http2.mlstatic.com/D_NQ_NP_684898-MLA93986182102_102025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB22372928,Mouse Pad Gamer Xl Mouse Gamer Lisa Mause Gamer Pad 75x30cm Mousepad ergonômico,mouse pad gamer xl mouse gamer lisa mause gamer pad 75x30cm mousepad ergonomico,MLB-MOUSE_PADS,mousepad,active,Qatar Shop,Gamer,Mouse Pad,6934327580720,,https://http2.mlstatic.com/D_NQ_NP_713599-MLA54483346341_032023-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB24733998,Nuevo Mouse Pad Gamer Xl Mouse Gamer Lisa Mause Gamer Pad 75x30cm Mousepad ergonômico,nuevo mouse pad gamer xl mouse gamer lisa mause gamer pad 75x30cm mousepad ergonomico,MLB-MOUSE_PADS,mousepad,active,Qatar Shop,Gamer,Genérico,7802900001421,,https://http2.mlstatic.com/D_NQ_NP_855474-MLU70650325185_072023-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB36679587,Mouse Gamer Fortrek Gamer Verde,mouse gamer fortrek gamer verde,MLB-COMPUTER_MICE,mouse,active,Fortrek,Gamer,Gamer,7890974889144,Verde,https://http2.mlstatic.com/D_NQ_NP_644478-MLU76040204864_052024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB29467406,Mouse gamer Freds Mouse preto,mouse gamer freds mouse preto,MLB-COMPUTER_MICE,mouse,active,Freds,,Mouse,703556085667,Preto,https://http2.mlstatic.com/D_NQ_NP_867980-MLU73761256649_012024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB56291256,Teclado + Mouse Gamer,teclado mouse gamer,MLB-KEYBOARD_AND_MOUSE_KITS,mouse,active,Shop Borges,,Teclado,7892134102889,Preto,https://http2.mlstatic.com/D_NQ_NP_787003-MLA92128112078_092025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB21709224,Pad Mouse Gamer Extra Largo Mouse Pad Deluxe,pad mouse gamer extra largo mouse pad deluxe,MLB-MOUSE_PADS,mousepad,active,Weibo,,K9,6972543650094,,https://http2.mlstatic.com/D_NQ_NP_733715-MCO49783703963_042022-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB25564405,Mouse Gamer Jogo Macro Crypto Vx7 + Mouse Pad Gamer,mouse gamer jogo macro crypto vx7 mouse pad gamer,MLB-COMPUTER_MICE,mousepad,active,Fantech,,Macro Crypto Vx7,7895750905391,Preto,https://http2.mlstatic.com/D_NQ_NP_838724-MLU73783800894_012024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB58431957,Mouse sem fio Mpow mause gamer mouse gamer inalambrico branco,mouse sem fio mpow mause gamer mouse gamer inalambrico branco,MLB-COMPUTER_MICE,mouse,active,Mpow,MOUSE,mouse gamer inalambrico,735791594772,Branco,https://http2.mlstatic.com/D_NQ_NP_753413-MLA93367926912_092025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB56207525,Mouse Gamer Preto,mouse gamer preto,MLB-COMPUTER_MICE,mouse,active,Exbm,MOUSE,Gamer,7892134104531,Preto,https://http2.mlstatic.com/D_NQ_NP_816432-MLA92089947498_092025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB56291112,Mouse Gamer,mouse gamer,MLB-COMPUTER_MICE,mouse,active,Knupp,MOUSE,Gamer,7892134104555,Preto,https://http2.mlstatic.com/D_NQ_NP_661824-MLA92128199934_092025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB38353316,Kit Teclado Mecânico Gamer + Mouse Gamer Preto,kit teclado mecanico gamer mouse gamer preto,MLB-KEYBOARD_AND_MOUSE_KITS,mouse,active,Knup,,Preto,7895659319152,Preto,https://http2.mlstatic.com/D_NQ_NP_615248-MLA99449834824_112025-F.jpg,mouse gamer | teclado mecanico,2,2026-05-03,2026-05-02 22:02:57.355 -0300,mercado_livre_products_raw_202605041308.csv
MLB56723067,Mouse gamer Titan Led mouse preto,mouse gamer titan led mouse preto,MLB-COMPUTER_MICE,mouse,active,Titan,,Led mouse,1922343011712,Preto,https://http2.mlstatic.com/D_NQ_NP_707590-MLA92795127217_092025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB55220049,"Mouse, mouse gamer ETX08 Wireless, vermelho",mouse mouse gamer etx08 wireless vermelho,MLB-COMPUTER_MICE,mouse,active,ETX08,,Inalámbrico,,Vermelho,https://http2.mlstatic.com/D_NQ_NP_890512-MLA91612230296_092025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB25042266,Mouse Gamer 4 Velocidades Mouse Para Jogo,mouse gamer 4 velocidades mouse jogo,MLB-COMPUTER_MICE,mouse,active,Altomex,Gamer,Gamer,7899345890185,,https://http2.mlstatic.com/D_NQ_NP_625483-MLU70684094739_072023-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB36874974,Mouse Gamer Genius Mouse Ns-6000 Preto,mouse gamer genius mouse ns 6000 preto,MLB-COMPUTER_MICE,mouse,active,Genius,MOUSE,NS-6000,4710268242659,Preto,https://http2.mlstatic.com/D_NQ_NP_773761-MLA99586507398_122025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB21955106,Pad Mouse Gamer Hyperx We All Gamers Mediano,pad mouse gamer hyperx we all gamers mediano,MLB-MOUSE_PADS,mouse,active,HyperX,,HL-MP2M-1L,740617271690,,https://http2.mlstatic.com/D_NQ_NP_928198-MLA74157032067_012024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:58:55.863 -0300,mercado_livre_products_raw_202605041308.csv
MLB35409595,Teclado Gamer Kit Teclado E Mouse Gamer - Prata,teclado gamer kit teclado mouse gamer prata,MLB-KEYBOARD_AND_MOUSE_KITS,mouse,active,Exbom,,Gamer,7908613032063,Cinza,https://http2.mlstatic.com/D_NQ_NP_620955-MLU75634738769_042024-F.jpg,mouse gamer | teclado gamer,2,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB25059085,Mouse Gamer Jogo Macro Rgb Phantom + Mouse Pad Gamer,mouse gamer jogo macro rgb phantom mouse pad gamer,MLB-COMPUTER_MICE,mousepad,active,Fantech,,Macro Rgb Phantom,7895750905414,Preto,https://http2.mlstatic.com/D_NQ_NP_626343-MLU70656634468_072023-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB38486898,Kit De Teclado E Mouse Gamer Atena Gamer,kit teclado mouse gamer atena gamer,MLB-KEYBOARD_AND_MOUSE_KITS,mouse,active,Atena,,Gamer,7905246233522,,https://http2.mlstatic.com/D_NQ_NP_849961-MLA100049226189_122025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB27854561,Kit Gamer Mouse Gamer M3 Mouse Padspeed Vermelho 101 Fortrek,kit gamer mouse gamer m3 mouse padspeed vermelho 101 fortrek,MLB-COMPUTER_MICE,mouse,active,Fortrek,Gamer,Kit gamer m3 mouse,7893380322045,Vermelho,https://http2.mlstatic.com/D_NQ_NP_743566-MLU72373523000_102023-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB27324339,Mouse Mouse Gamer Mouse Alambrico Silenciar Cor Preto,mouse mouse gamer mouse alambrico silenciar cor preto,MLB-COMPUTER_MICE,mouse,active,Mouse,Gamer,SB-03,717025232063,Preto,https://http2.mlstatic.com/D_NQ_NP_648495-MLA94016771151_102025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB39087435,Kit Teclado Gamer Eg207 + Mouse Gamer Eg104 Rayden,kit teclado gamer eg207 mouse gamer eg104 rayden,MLB-KEYBOARD_AND_MOUSE_KITS,mouse,active,Evolut,,eg207 + eg104 rayden,7010646573069,Preto,https://http2.mlstatic.com/D_NQ_NP_910125-MLU78214994187_082024-F.jpg,mouse gamer | teclado gamer,2,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB20310786,Kit Teclado Mecanico Mouse Gamer E Mouse Pad Gamer Rgb,kit teclado mecanico mouse gamer mouse pad gamer rgb,MLB-KEYBOARD_AND_MOUSE_KITS,mousepad,active,Amorim Shop,,Teclado mecânico mouse,7908206808952,Preto,https://http2.mlstatic.com/D_NQ_NP_711246-MLB74117437810_012024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB23208053,Kit Teclado E Mouse Gamer + Mouse Pad Gamer Color Rainbow,kit teclado mouse gamer mouse pad gamer color rainbow,MLB-KEYBOARD_AND_MOUSE_KITS,mousepad,active,Evolut,,EG-206RB,7895750905346,Preto,https://http2.mlstatic.com/D_NQ_NP_865390-MLU69366179935_052023-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB28240205,Mouse Gamer Com Fio,mouse gamer fio,MLB-COMPUTER_MICE,mouse,active,Gamer,,Gamer,7899357890180,,https://http2.mlstatic.com/D_NQ_NP_611358-MLA95240436726_102025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB66132996,Kit Gamer Mouse Gamer Teclado Gamer Crusader Fortrek Rgb,kit gamer mouse gamer teclado gamer crusader fortrek rgb,MLB-COMPUTER_MICE,mouse,active,Fortrek,Gamer,Crusader,07893380322182,Preto,https://http2.mlstatic.com/D_NQ_NP_853001-MLA107270834796_032026-F.jpg,mouse gamer | teclado gamer,2,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB55213641,Mouse gamer sem fio Gamer INPHIC A009 branco,mouse gamer sem fio gamer inphic a009 branco,MLB-COMPUTER_MICE,mouse,active,Gamer INPHIC,,A009,,Branco,https://http2.mlstatic.com/D_NQ_NP_637397-MLA91606673230_092025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB6339467,Mouse gamer Overtech OX52,mouse gamer overtech ox52,MLB-COMPUTER_MICE,mouse,active,Overtech,,OX52,,,https://http2.mlstatic.com/D_NQ_NP_842558-MLA74651644614_022024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB22604725,Mouse Gamer Cor Preto,mouse gamer cor preto,MLB-COMPUTER_MICE,mouse,active,s-snare,Gamer,M11,6971196701108,Preto,https://http2.mlstatic.com/D_NQ_NP_851841-MLU78161697829_082024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB28800226,"Mouse Gamer F805 6400dpi,",mouse gamer f805 6400dpi,MLB-COMPUTER_MICE,mouse,active,Aula,Gamer,Aula F805 6400dpi LED,7890880190549,,https://http2.mlstatic.com/D_NQ_NP_858961-MLA99936645319_112025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB28244042,Mouse Gamer - Mu2906 Hayom,mouse gamer mu2906 hayom,MLB-COMPUTER_MICE,mouse,active,Hayon,Gamer,Mouse Gamer - Mu2906 Hayom,6015910790723,,https://http2.mlstatic.com/D_NQ_NP_859701-MLU72984440457_112023-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB23238180,Mouse Gamer D110 Preto,mouse gamer d110 preto,MLB-COMPUTER_MICE,mouse,active,Gaming Mouse,Gamer,D-110,7503041493662,Preto,https://http2.mlstatic.com/D_NQ_NP_684573-MLU73885351017_012024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB29663599,Kit Teclado Mecânico Gamer + Mouse Gamer Preto,kit teclado mecanico gamer mouse gamer preto,MLB-PC_KEYBOARDS,mouse,active,Gamer,Teclado y Mouse Gamer,Gamer Kit Negro,7895659319015,,https://http2.mlstatic.com/D_NQ_NP_684152-MLU73855952454_012024-F.jpg,mouse gamer | teclado mecanico,2,2026-05-03,2026-05-03 16:58:10.363 -0300,mercado_livre_products_raw_202605041308.csv
MLB22312499,Mouse mouse gamer Exbom MS-C33 rosa,mouse mouse gamer exbom ms c33 rosa,MLB-COMPUTER_MICE,mouse,active,Exbom,,MS-C33,,Rosa,https://http2.mlstatic.com/D_NQ_NP_885950-MLA99985080075_112025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB29262138,Mouse Gamer Optical Mouse FX-3043 preto,mouse gamer optical mouse fx 3043 preto,MLB-COMPUTER_MICE,mouse,active,Optical Mouse,,FX-3043,6955727730430,Preto,https://http2.mlstatic.com/D_NQ_NP_823821-MLU74071700716_012024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB16052734,Mouse mouse gamer Marvo Scorpion M518 preto,mouse mouse gamer marvo scorpion m518 preto,MLB-COMPUTER_MICE,mouse,active,Marvo,Scorpion,M518,6932391922156,Preto,https://mla-s1-p.mlstatic.com/754595-MLA44050976046_112020-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB23535287,Pad Mouse Gamer Wesdar Chiropter Gp5 40x20cm,pad mouse gamer wesdar chiropter gp5 40x20cm,MLB-MOUSE_PADS,mouse,active,Wesdar Chiropter,,GP5,6971071744527,,https://http2.mlstatic.com/D_NQ_NP_618611-MLU69723005520_052023-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB55136109,Mouse mouse sem fio/mouse para gamer/mouse bluetooth/mouse ergonômico sem fio Awvuq Inalámbrico/mouse gamer preto,mouse mouse sem fio mouse gamer mouse bluetooth mouse ergonomico sem fio awvuq inalambrico mouse gamer preto,MLB-COMPUTER_MICE,mouse,active,Awvuq,,Mouse Inalámbrico/mouse gamer,803173671202,Preto,https://http2.mlstatic.com/D_NQ_NP_907991-MLA91959358983_092025-F.jpg,mouse bluetooth | mouse gamer | mouse sem fio,3,2026-05-03,2026-05-02 21:59:59.078 -0300,mercado_livre_products_raw_202605041308.csv
MLB66286784,Mouse Gamer Virtual Zone Gamer Mo22 Preto,mouse gamer virtual zone gamer mo22 preto,MLB-COMPUTER_MICE,mouse,active,Virtual Zone,Gamer,MO22,07503037467141,Preto,https://http2.mlstatic.com/D_NQ_NP_973829-MLA107533869338_032026-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB44791042,Rato Gamer Weibo Mouse Gamer M39 Preto,rato gamer weibo mouse gamer m39 preto,MLB-COMPUTER_MICE,mouse,active,Weibo,,M-39,727670872385,Preto,https://http2.mlstatic.com/D_NQ_NP_901002-MLA96227502106_102025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB55217180,Mouse gamer sem fio Gamer INPHIC A009 azul,mouse gamer sem fio gamer inphic a009 azul,MLB-COMPUTER_MICE,mouse,active,Gamer INPHIC,,A009,,Azul,https://http2.mlstatic.com/D_NQ_NP_734802-MLA92009356587_092025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB28667808,Kit Gamer Mouse Gamer M5 Mouse Pad Vermelho 102 Fortrek,kit gamer mouse gamer m5 mouse pad vermelho 102 fortrek,MLB-COMPUTER_MICE,mousepad,active,Fortrek,Kit gamer M5 mousepad,Fortrek M5,7893380322267,Preto,https://http2.mlstatic.com/D_NQ_NP_861766-MLU73182740610_122023-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB28929658,Mouse gamer Silver Access Gamer JY-517 preto,mouse gamer silver access gamer jy 517 preto,MLB-COMPUTER_MICE,mouse,active,Silver Access,Gamer,JY-517,7502391901025,Preto,https://http2.mlstatic.com/D_NQ_NP_773206-MLA80068516180_102024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:06.115 -0300,mercado_livre_products_raw_202605041308.csv
MLB37915805,Teclado E Mouse Gamer Presente Natal,teclado mouse gamer presente natal,MLB-KEYBOARD_AND_MOUSE_KITS,mouse,active,Blackwatch,,,7905340707950,,https://http2.mlstatic.com/D_NQ_NP_994498-MLU77965826170_082024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB50747463,Mouse Pad Mouse Gamer Xxl 900x400x6mm Havit Stellarisforce1 cor preta,mouse pad mouse gamer xxl 900x400x6mm havit stellarisforce1 cor preta,MLB-MOUSE_PADS,mousepad,active,Havit,,HVMPStellarisforce-1-BW,6939119069216,,https://http2.mlstatic.com/D_NQ_NP_920989-MLA85158455714_052025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB57695911,Mouse gamer AguilaX G300 vermelho,mouse gamer aguilax g300 vermelho,MLB-COMPUTER_MICE,mouse,active,AguilaX,,G300,2125664967495,Vermelho,https://http2.mlstatic.com/D_NQ_NP_875932-MLA92881499146_092025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB42133310,Motospeed Mouse Gamer M3s - Preto,motospeed mouse gamer m3s preto,MLB-COMPUTER_MICE,mouse,active,Motospeed,,M3S,6953460504608,Preto,https://http2.mlstatic.com/D_NQ_NP_788565-MLA79831373636_102024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB23725519,Mouse Gamer Corsair Raptor M3 +,mouse gamer corsair raptor m3,MLB-COMPUTER_MICE,mouse,active,Corsair,,Raptor M3,843591034678,Preto,https://http2.mlstatic.com/D_NQ_NP_685322-MLU69803005709_062023-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB20032855,Mouse Gamer Constrictor Striatus,mouse gamer constrictor striatus,MLB-COMPUTER_MICE,mouse,active,Constrictor,,MSC-3100G8,7798111353704,Preto,https://http2.mlstatic.com/D_NQ_NP_608591-MLA46079071509_052021-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB68889178,Mouse gamer Trust 25306 branco,mouse gamer trust 25306 branco,MLB-COMPUTER_MICE,mouse,active,Trust,,25306,,Branco,https://http2.mlstatic.com/D_NQ_NP_630380-MLA111076983479_042026-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB58436126,Mouse sem fio Mpow MOUSE mouse gamer inalambrico mouse inalambrico recargable preto,mouse sem fio mpow mouse mouse gamer inalambrico mouse inalambrico recargable preto,MLB-COMPUTER_MICE,mouse,active,Mpow,MOUSE,mouse gamer inalambrico,735791594789,Preto,https://http2.mlstatic.com/D_NQ_NP_912692-MLA93790767057_092025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB38487091,Kit De Teclado E Mouse Gamer Zonne Gamer Teclado Preto,kit teclado mouse gamer zonne gamer teclado preto,MLB-KEYBOARD_AND_MOUSE_KITS,mouse,active,Zonne,,Gamer,7905340427674,Preto,https://http2.mlstatic.com/D_NQ_NP_805625-MLU78542583478_082024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB38687674,Kit De Teclado E Mouse Gamer Atena Gamer Teclado Preto,kit teclado mouse gamer atena gamer teclado preto,MLB-KEYBOARD_AND_MOUSE_KITS,mouse,active,Atena,,Gamer,7905246231542,Preto,https://http2.mlstatic.com/D_NQ_NP_829272-MLA99970702861_112025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB55464581,Mouse gamer sem fio Gamer INPHIC A009 preto,mouse gamer sem fio gamer inphic a009 preto,MLB-COMPUTER_MICE,mouse,active,Gamer INPHIC,,A009,,Preto,https://http2.mlstatic.com/D_NQ_NP_989605-MLA91684902492_092025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB36055324,Mouse Jpcell Mouse Gamer Laser 6 Botões Preto,mouse jpcell mouse gamer laser 6 botoes preto,MLB-COMPUTER_MICE,mouse,active,Jpcell,,Mouse gamer laser 6 botões,7909389937149,Preto,https://http2.mlstatic.com/D_NQ_NP_996631-MLU75770161400_042024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB50201567,Kit Mouse Gamer Knup 4800 Dpi + Mouse Pad Gamer Havit Cor Preto,kit mouse gamer knup 4800 dpi mouse pad gamer havit cor preto,MLB-COMPUTER_MICE,mousepad,active,Knup,,Gamer,7896437849441,Preto,https://http2.mlstatic.com/D_NQ_NP_906396-MLA84984954115_052025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB28674258,Kit Teclado Semi-mecânico + Mouse Gamer + Mouse Pad,kit teclado semi mecanico mouse gamer mouse pad,MLB-KEYBOARD_AND_MOUSE_KITS,mousepad,active,Alligator Gaming,,Kit Gamer Alligator,7891667575429,,https://http2.mlstatic.com/D_NQ_NP_712330-MLA99938296671_112025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:02.609 -0300,mercado_livre_products_raw_202605041308.csv
MLB28910110,Mouse para jogos Mouse Gamer F12-DDSB preto,mouse jogos mouse gamer f12 ddsb preto,MLB-COMPUTER_MICE,mouse,active,Mouse,Gamer,F12-DDSB,6925242304256,Preto,https://http2.mlstatic.com/D_NQ_NP_652464-MLU73981701858_012024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:06.115 -0300,mercado_livre_products_raw_202605041308.csv
MLB19780067,Mouse gamer EKSA MOUSE EM600 EM600 negro,mouse gamer eksa mouse em600 em600 negro,MLB-COMPUTER_MICE,mouse,active,EKSA,MOUSE,EM600,7796847009995,Preto,https://http2.mlstatic.com/D_NQ_NP_677703-MLA52143437270_102022-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:06.115 -0300,mercado_livre_products_raw_202605041308.csv
MLB21864343,Tapete de mouse Gamer Tech GT800p Cod 10919-blue,tapete mouse gamer tech gt800p cod 10919 blue,MLB-MOUSE_PADS,mouse,active,Jaltech,,GT800P,7709753421010,,https://http2.mlstatic.com/D_NQ_NP_880212-MCO41799532084_052020-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:06.115 -0300,mercado_livre_products_raw_202605041308.csv
MLB37913022,Teclado E Mouse Gamer Presente Natal,teclado mouse gamer presente natal,MLB-KEYBOARD_AND_MOUSE_KITS,mouse,active,Blackwatch,,,7905340705970,,https://http2.mlstatic.com/D_NQ_NP_811172-MLU77300930049_062024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:06.115 -0300,mercado_livre_products_raw_202605041308.csv
MLB37840439,Teclado E Mouse Gamer Presente Natal,teclado mouse gamer presente natal,MLB-KEYBOARD_AND_MOUSE_KITS,mouse,active,Zonne,,,7905340426974,,https://http2.mlstatic.com/D_NQ_NP_804107-MLA91972439209_092025-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:06.115 -0300,mercado_livre_products_raw_202605041308.csv
MLB37612485,Teclado E Mouse Gamer Presente Natal,teclado mouse gamer presente natal,MLB-KEYBOARD_AND_MOUSE_KITS,mouse,active,Atena,,,7905246232822,,https://http2.mlstatic.com/D_NQ_NP_745207-MLU76897614261_062024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:06.115 -0300,mercado_livre_products_raw_202605041308.csv
MLB28593930,Kit Teclado + Mouse Gamer Semi Mecânico,kit teclado mouse gamer semi mecanico,MLB-KEYBOARD_AND_MOUSE_KITS,mouse,active,Nicer,,Teclado y Ratón Gamer,7906497667494,,https://http2.mlstatic.com/D_NQ_NP_635087-MLU74074034108_012024-F.jpg,mouse gamer,1,2026-05-03,2026-05-02 22:00:06.115 -0300,mercado_livre_products_raw_202605041308.csv
